acn,reporter_function,reporter_ATC,reporter_GROUND,reporter_INSTRUCTION_EXAM,reporter_MAINT_SAFETY,reporter_OTH_CREW,reporter_OTH_UNKN,reporter_PILOT
1884408,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1884406,ENROUTE,1,0,0,0,0,0,0
1884379,OTHER / UNKNOWN,0,0,0,0,0,1,0
1884377,LOCAL,0,0,0,0,0,1,0
1884375,OTHER / UNKNOWN,0,0,0,0,0,1,0
1884369,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1883612,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1884356,INSTRUCTOR; PILOT NOT FLYING,0,0,0,0,0,0,1
1884328,SINGLE PILOT,0,0,0,0,0,0,1
1884327,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1884243,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1884216,PILOT NOT FLYING,0,0,0,0,0,0,1
1884205,CAPTAIN,0,0,0,0,0,0,1
1884168,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1884167,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1884132,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1884124,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1884113,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1884109,PILOT NOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1884107,INSTRUCTOR,0,0,0,0,0,0,1
1884338,SINGLE PILOT,0,0,0,0,0,0,1
1883602,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1884463,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1882447,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1882960,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1882861,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1882830,PILOT FLYING,0,0,0,0,0,0,1
1882820,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1882809,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1882772,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1882764,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1882754,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1882722,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1882709,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1883563,CHECK PILOT; CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1882701,PILOT FLYING; PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1882692,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1882672,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1882660,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1882604,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1882596,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1882595,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1882574,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1882549,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1882539,PILOT NOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1882536,CAPTAIN,0,0,0,0,0,0,1
1882529,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1882524,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1882519,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1882969,FLIGHT ATTENDANT IN CHARGE; FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1882976,FLIGHT ATTENDANT IN CHARGE,0,0,0,0,1,0,0
1882704,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1883021,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1883014,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1883510,APPROACH,1,0,0,0,0,0,0
1883495,PILOT FLYING; TRAINEE,0,0,0,0,0,0,1
1883472,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1883460,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1883450,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1883380,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1883356,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1883354,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1883326,CHECK PILOT; PILOT FLYING,0,0,0,0,0,0,1
1883310,PILOT FLYING,0,0,0,0,0,0,1
1883305,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1883298,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1883527,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1883289,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1883293,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1883058,SINGLE PILOT,0,0,0,0,0,0,1
1883078,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1883086,SINGLE PILOT,0,0,0,0,0,0,1
1883088,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1883057,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1883122,PERSON MANIPULATING CONTROLS (UAS),0,0,0,0,0,0,1
1883139,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1883142,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1883285,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1883288,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1883107,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1895091,FIRST OFFICER,0,0,0,0,0,0,1
1895120,OTHER / UNKNOWN; SAFETY ANALYST,0,0,0,1,0,1,0
1895121,SINGLE PILOT,0,0,0,0,0,0,1
1895189,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895244,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1895204,CAPTAIN,0,0,0,0,0,0,1
1895254,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1895258,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895089,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1895261,PILOT NOT FLYING,0,0,0,0,0,0,1
1895195,CAPTAIN,0,0,0,0,0,0,1
1895081,PILOT NOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1894860,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1895066,PILOT FLYING,0,0,0,0,0,0,1
1894951,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1894924,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1894923,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1894912,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1894787,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1894779,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1894768,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1894730,ENROUTE,1,0,0,0,0,0,0
1894728,APPROACH,1,0,0,0,0,0,0
1894727,ENROUTE,1,0,0,0,0,0,0
1894719,PILOT FLYING,0,0,0,0,0,0,1
1895076,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1895265,PILOT FLYING,0,0,0,0,0,0,1
1895700,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1895333,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895678,PILOT FLYING; SINGLE PILOT; CAPTAIN,0,0,0,0,0,0,1
1894694,INSTRUCTOR,0,0,0,0,0,0,1
1895649,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1895642,INSTRUCTOR; PILOT NOT FLYING,0,0,0,0,0,0,1
1895634,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895571,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1895555,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1895545,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1895512,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1895477,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895465,APPROACH,1,0,0,0,0,0,0
1895461,TECHNICIAN,0,0,0,1,0,0,0
1895460,TECHNICIAN,0,0,0,1,0,0,0
1895453,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1895445,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1895442,PILOT NOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1895438,INSTRUCTOR,0,0,0,0,0,0,1
1895418,INSTRUCTOR,0,0,0,0,0,0,1
1895405,SINGLE PILOT,0,0,0,0,0,0,1
1895388,TECHNICIAN,0,0,0,1,0,0,0
1895387,TECHNICIAN,0,0,0,1,0,0,0
1895362,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1895358,TRAINEE,0,0,0,0,0,0,1
1895346,OTHER / UNKNOWN,0,0,0,0,0,1,0
1895344,OTHER / UNKNOWN,0,0,0,0,0,1,0
1895341,OTHER / UNKNOWN,0,0,0,0,0,1,0
1895340,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895275,FIRST OFFICER,0,0,0,0,0,0,1
1894690,SINGLE PILOT,0,0,0,0,0,0,1
1894324,PILOT FLYING,0,0,0,0,0,0,1
1894682,INSTRUCTOR; PILOT FLYING,0,0,0,0,0,0,1
1894250,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1894235,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1894224,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1894221,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1894196,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1894165,OTHER / UNKNOWN,0,0,0,0,0,1,0
1894162,ENROUTE,1,0,0,0,0,0,0
1894160,APPROACH,1,0,0,0,0,0,0
1894157,INSTRUCTOR,0,0,0,0,0,0,1
1894154,PILOT NOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1894119,CAPTAIN; FLIGHT ENGINEER / SECOND OFFICER; PILOT NOT FLYING,0,0,0,1,0,0,1
1894045,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1894027,FIRST OFFICER,0,0,0,0,0,0,1
1894025,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1893988,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1893956,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1893927,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1893908,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1893898,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1893881,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1893869,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1893840,ENROUTE,1,0,0,0,0,0,0
1893832,ENROUTE,1,0,0,0,0,0,0
1893828,PERSON MANIPULATING CONTROLS (UAS),0,0,0,0,0,0,1
1893822,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1894254,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1894307,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1894318,PILOT FLYING,0,0,0,0,0,0,1
1894320,OTHER / UNKNOWN,0,0,0,0,0,1,0
1894658,INSTRUCTOR,0,0,0,0,0,0,1
1894654,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1894649,PILOT NOT FLYING; DESIGNATED PILOT EXAMINER,0,0,1,0,0,0,1
1894638,SINGLE PILOT,0,0,0,0,0,0,1
1894634,INSTRUCTOR,0,0,0,0,0,0,1
1894632,SINGLE PILOT,0,0,0,0,0,0,1
1894590,PILOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1894587,SINGLE PILOT,0,0,0,0,0,0,1
1894578,INSTRUCTOR; PILOT NOT FLYING,0,0,0,0,0,0,1
1894573,PILOT NOT FLYING,0,0,0,0,0,0,1
1894559,LEAD TECHNICIAN,0,0,0,1,0,0,0
1894511,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1894684,PILOT FLYING,0,0,0,0,0,0,1
1894504,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1894467,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1894447,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1894446,CAPTAIN,0,0,0,0,0,0,1
1894426,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1894421,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1894412,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1894409,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1894404,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1894377,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1894363,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1894337,PILOT FLYING,0,0,0,0,0,0,1
1894326,OTHER / UNKNOWN,0,0,0,0,0,1,0
1894495,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1895732,OTHER / UNKNOWN,0,0,0,0,0,1,0
1971779,TECHNICIAN,0,0,0,1,0,0,0
1895766,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1897368,PILOT NOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1897356,SINGLE PILOT,0,0,0,0,0,0,1
1897326,SINGLE PILOT,0,0,0,0,0,0,1
1897274,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1897264,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1897257,PILOT NOT FLYING,0,0,0,0,0,0,1
1897139,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1897131,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1897082,FLIGHT ENGINEER / SECOND OFFICER; CAPTAIN,0,0,0,1,0,0,1
1897078,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1897061,INSTRUCTOR; PILOT NOT FLYING,0,0,0,0,0,0,1
1897059,PILOT FLYING,0,0,0,0,0,0,1
1897033,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1896896,PILOT NOT FLYING,0,0,0,0,0,0,1
1896894,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1896864,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896840,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896825,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1896812,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1896768,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1896762,SINGLE PILOT; CAPTAIN; FLIGHT ENGINEER / SECOND OFFICER; PILOT FLYING,0,0,0,1,0,0,1
1896726,CAPTAIN,0,0,0,0,0,0,1
1896719,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1896710,PILOT FLYING; SINGLE PILOT; TRAINEE,0,0,0,0,0,0,1
1896708,INSTRUCTOR,0,0,0,0,0,0,1
1897388,FIRST OFFICER,0,0,0,0,0,0,1
1897639,TECHNICIAN,0,0,0,1,0,0,0
1897643,INSTRUCTOR; PILOT NOT FLYING,0,0,0,0,0,0,1
1897665,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1893813,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1933053,INSTRUCTOR; PILOT FLYING,0,0,0,0,0,0,1
1927249,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1919491,PERSON MANIPULATING CONTROLS (UAS),0,0,0,0,0,0,1
1911888,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1909048,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1908434,TECHNICIAN,0,0,0,1,0,0,0
1907089,FIRST OFFICER,0,0,0,0,0,0,1
1904976,TECHNICIAN,0,0,0,1,0,0,0
1904957,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1904595,PERSON MANIPULATING CONTROLS (UAS); REMOTE PIC (UAS),0,0,0,0,0,0,1
1902272,TRAINEE; PILOT FLYING,0,0,0,0,0,0,1
1896693,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1899803,OTHER / UNKNOWN,0,0,0,0,0,1,0
1899345,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1899035,SINGLE PILOT,0,0,0,0,0,0,1
1898708,SINGLE PILOT,0,0,0,0,0,0,1
1898705,TECHNICIAN,0,0,0,1,0,0,0
1898686,SINGLE PILOT,0,0,0,0,0,0,1
1898671,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1992526,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1897957,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1897874,CAPTAIN,0,0,0,0,0,0,1
1897729,ENROUTE,1,0,0,0,0,0,0
1897710,SINGLE PILOT,0,0,0,0,0,0,1
1897678,SINGLE PILOT,0,0,0,0,0,0,1
1899384,LOCAL,0,0,0,0,0,1,0
1896686,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1896666,SINGLE PILOT,0,0,0,0,0,0,1
1896660,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896103,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896091,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896053,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1896041,APPROACH,1,0,0,0,0,0,0
1896034,APPROACH,1,0,0,0,0,0,0
1896012,ENROUTE; INSTRUCTOR,1,0,0,0,0,0,1
1896007,APPROACH,1,0,0,0,0,0,0
1895983,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1895977,INSTRUCTOR; PILOT FLYING,0,0,0,0,0,0,1
1895970,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1895955,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1895951,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1896121,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1895927,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1895886,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1895885,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895870,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1895869,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895846,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1895842,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895833,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895820,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1895808,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895806,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1895804,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1895772,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1895896,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1895765,CAPTAIN,0,0,0,0,0,0,1
1896141,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896167,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1896644,PILOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1896614,RAMP,0,1,0,0,0,0,0
1896513,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1896512,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1896357,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1896349,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1896326,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896296,DISPATCHER,1,0,0,0,0,0,0
1896289,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896273,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896267,CAPTAIN,0,0,0,0,0,0,1
1896256,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1896154,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896253,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1896247,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896220,CAPTAIN,0,0,0,0,0,0,1
1896215,CAPTAIN,0,0,0,0,0,0,1
1896211,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1896209,CAPTAIN,0,0,0,0,0,0,1
1896206,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1896197,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896193,OTHER / UNKNOWN,0,0,0,0,0,1,0
1896192,PILOT FLYING,0,0,0,0,0,0,1
1896188,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1896183,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896181,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1896248,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1893794,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1895877,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1893730,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1890903,SINGLE PILOT,0,0,0,0,0,0,1
1890861,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1890798,FLIGHT ATTENDANT IN CHARGE; FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1890748,PILOT FLYING; TRAINEE,0,0,0,0,0,0,1
1890697,PILOT NOT FLYING,0,0,0,0,0,0,1
1890658,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1890642,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1890567,PILOT NOT FLYING,0,0,0,0,0,0,1
1890509,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1890488,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1890341,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1890332,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1890320,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1890298,OTHER / UNKNOWN,0,0,0,0,0,1,0
1890294,DEPARTURE; INSTRUCTOR,1,0,0,0,0,0,1
1890293,APPROACH,1,0,0,0,0,0,0
1890289,APPROACH,1,0,0,0,0,0,0
1890275,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1890269,CAPTAIN; SINGLE PILOT,0,0,0,0,0,0,1
1890242,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1890237,PILOT FLYING; STUDENT PILOT,0,0,0,0,0,0,1
1890230,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1890178,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1890147,PILOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1890117,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1890904,PILOT FLYING,0,0,0,0,0,0,1
1890905,PILOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1890946,SINGLE PILOT,0,0,0,0,0,0,1
1890948,SINGLE PILOT,0,0,0,0,0,0,1
1891542,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1891526,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1891420,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1891381,PILOT FLYING,0,0,0,0,0,0,1
1891372,PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1891370,INSTRUCTOR; PILOT FLYING,0,0,0,0,0,0,1
1891350,PILOT NOT FLYING; INSTRUCTOR,0,0,0,0,0,0,1
1891341,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1891283,FLIGHT ATTENDANT (ON DUTY),0,0,0,0,1,0,0
1891272,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1891252,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1893782,INSTRUCTOR; PILOT NOT FLYING,0,0,0,0,0,0,1
1890108,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1891234,CAPTAIN,0,0,0,0,0,0,1
1891226,CAPTAIN,0,0,0,0,0,0,1
1891184,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1891122,PILOT NOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1891113,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1891082,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1891073,CAPTAIN; PILOT NOT FLYING,0,0,0,0,0,0,1
1891061,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1891039,APPROACH,1,0,0,0,0,0,0
1891037,APPROACH,1,0,0,0,0,0,0
1891036,APPROACH,1,0,0,0,0,0,0
1891032,ENROUTE,1,0,0,0,0,0,0
1890982,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1891230,FIRST OFFICER; TRAINEE; TECHNICIAN,0,0,0,1,0,0,1
1890101,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1890099,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1890052,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1889325,INSTRUCTOR,0,0,0,0,0,0,1
1889215,PILOT FLYING; TRAINEE,0,0,0,0,0,0,1
1889195,DISPATCHER,1,0,0,0,0,0,0
1889187,FIRST OFFICER,0,0,0,0,0,0,1
1889164,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1889158,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1889152,PILOT NOT FLYING,0,0,0,0,0,0,1
1889079,CAPTAIN,0,0,0,0,0,0,1
1889041,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1889023,INSTRUCTOR,0,0,0,0,0,0,1
1889018,INSTRUCTOR; PILOT FLYING,0,0,0,0,0,0,1
1889016,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1889326,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1889008,OTHER / UNKNOWN; SAFETY OFFICER,0,0,0,1,0,1,0
1888981,CAPTAIN; PILOT FLYING; SINGLE PILOT,0,0,0,0,0,0,1
1888936,SINGLE PILOT; PILOT FLYING,0,0,0,0,0,0,1
1888791,FIRST OFFICER; PILOT FLYING,0,0,0,0,0,0,1
1888781,FIRST OFFICER; PILOT NOT FLYING,0,0,0,0,0,0,1
1888759,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1888680,PILOT FLYING; CAPTAIN,0,0,0,0,0,0,1
1888679,CAPTAIN,0,0,0,0,0,0,1
1888654,PILOT NOT FLYING; FIRST OFFICER,0,0,0,0,0,0,1
1888608,CAPTAIN; PILOT FLYING,0,0,0,0,0,0,1
1888441,LOCAL,0,0,0,0,0,1,0
1888420,LOCAL,0,0,0,0,0,1,0
1888414,ENROUTE; SUPERVISOR / CIC,1,0,0,0,0,0,0
